,Date,maxtemp,mintemp,pressure,humidity,mean wind speed,weather,cloud
218,27.05.2020,34.0,25.0,757.9,84.0,2.7916666666666665,Haze,Few clouds (10-30%) 600 m
219,26.05.2020,31.0,22.0,757.4,94.0,1.3541666666666667,Mist,No Significant Clouds
220,25.05.2020,31.0,20.0,757.9,35.0,0.9787234042553191,Haze,No Significant Clouds
221,24.05.2020,26.0,14.0,758.6,88.0,1.2,Mist,No Significant Clouds
222,23.05.2020,27.0,15.0,759.3,83.0,1.3877551020408163,Mist,No Significant Clouds
223,22.05.2020,27.0,15.0,761.6,88.0,2.311111111111111,Haze,No Significant Clouds
224,21.05.2020,28.0,16.0,758.6,94.0,0.42857142857142855,Haze,No Significant Clouds
225,20.05.2020,23.0,10.0,757.8,88.0,1.7346938775510203,Haze,No Significant Clouds
226,19.05.2020,26.0,12.0,760.8,88.0,2.0,Haze,No Significant Clouds
227,18.05.2020,21.0,10.0,762.4,100.0,1.9183673469387754,Haze,No Significant Clouds
228,17.05.2020,30.0,19.0,757.9,94.0,1.7142857142857142,Haze,No Significant Clouds
229,16.05.2020,29.0,12.0,759.3,88.0,1.1458333333333333,Haze,No Significant Clouds
230,15.05.2020,25.0,15.0,761.6,94.0,1.2666666666666666,Haze,No Significant Clouds
231,14.05.2020,34.0,24.0,757.4,61.0,2.2708333333333335,Haze,No Significant Clouds
232,13.05.2020,29.0,20.0,755.9,94.0,1.7755102040816326,Mist,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
233,12.05.2020,28.0,20.0,757.4,94.0,2.595744680851064,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
234,11.05.2020,31.0,27.0,755.1,84.0,4.020833333333333,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
235,10.05.2020,34.0,25.0,756.6,79.0,4.104166666666667,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
236,09.05.2020,34.0,19.0,757.4,78.0,3.5416666666666665,Haze,No Significant Clouds
237,08.05.2020,38.0,25.0,756.6,84.0,1.9791666666666667,Haze,No Significant Clouds
238,07.05.2020,37.0,28.0,755.1,79.0,5.708333333333333,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
239,06.05.2020,36.0,28.0,753.6,84.0,6.375,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
240,05.05.2020,40.0,28.0,753.6,94.0,4.1875,Haze,Few clouds (10-30%) 600 m
241,04.05.2020,32.0,20.0,753.6,94.0,2.217391304347826,Haze,Few clouds (10-30%) 600 m
242,03.05.2020,36.0,26.0,752.8,84.0,2.533333333333333,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
243,02.05.2020,36.0,27.0,752.0,94.0,2.8541666666666665,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
244,01.05.2020,33.0,25.0,750.5,94.0,3.0851063829787235,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
245,30.04.2020,37.0,30.0,751.3,94.0,3.3958333333333335,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
246,29.04.2020,31.0,27.0,750.5,89.0,1.6666666666666667,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
247,28.04.2020,34.0,27.0,749.0,94.0,2.0425531914893615,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
248,27.04.2020,31.0,27.0,744.4,94.0,2.8333333333333335,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
249,26.04.2020,32.0,27.0,746.7,94.0,2.88,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
250,25.04.2020,32.0,27.0,749.0,94.0,3.1458333333333335,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
251,24.04.2020,31.0,27.0,747.5,94.0,1.6666666666666667,Light rain,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
252,23.04.2020,33.0,26.0,744.4,94.0,3.1875,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
253,22.04.2020,30.0,27.0,748.2,94.0,1.6341463414634145,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
254,21.04.2020,36.0,27.0,754.3,89.0,2.877551020408163,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
255,20.04.2020,30.0,26.0,747.5,94.0,5.666666666666667,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 750 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
256,19.04.2020,33.0,27.0,748.2,94.0,3.7291666666666665,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
257,18.04.2020,36.0,29.0,752.8,94.0,4.0,Haze,Scattered clouds (40-50%) 600 m
258,17.04.2020,33.0,25.0,754.3,89.0,2.5106382978723403,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
259,16.04.2020,35.0,26.0,757.4,84.0,1.1875,Haze,Few clouds (10-30%) 600 m
260,15.04.2020,34.0,26.0,756.6,94.0,1.346938775510204,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
261,14.04.2020,33.0,27.0,753.6,94.0,1.3829787234042554,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
262,13.04.2020,32.0,22.0,758.7,83.0,2.8541666666666665,Haze,Few clouds (10-30%) 600 m
263,12.04.2020,33.0,24.0,757.4,94.0,1.7142857142857142,Haze,Few clouds (10-30%) 600 m
264,11.04.2020,30.0,20.0,756.6,94.0,1.7291666666666667,Haze,No Significant Clouds
265,10.04.2020,31.0,18.0,760.8,83.0,0.9375,Haze,No Significant Clouds
266,09.04.2020,26.0,15.0,757.8,83.0,1.489795918367347,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
267,08.04.2020,27.0,16.0,758.6,88.0,1.4375,Haze,Scattered clouds (40-50%) 3000 m
268,07.04.2020,28.0,15.0,761.6,94.0,1.4130434782608696,Haze,No Significant Clouds
269,06.04.2020,29.0,16.0,760.1,94.0,0.5510204081632653,Haze,No Significant Clouds
270,05.04.2020,22.0,9.0,758.6,82.0,2.276595744680851,Mist,No Significant Clouds
271,04.04.2020,27.0,11.0,759.3,88.0,1.5416666666666667,Haze,No Significant Clouds
272,03.04.2020,20.0,11.0,761.6,94.0,1.8936170212765957,Mist,No Significant Clouds
273,02.04.2020,33.0,16.0,757.8,88.0,1.4583333333333333,Haze,No Significant Clouds
274,01.04.2020,29.0,15.0,759.3,77.0,1.3958333333333333,Haze,No Significant Clouds
275,31.03.2020,22.0,15.0,761.6,68.0,1.8541666666666667,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
276,30.03.2020,33.0,21.0,757.4,57.0,2.125,Haze,No Significant Clouds
277,29.03.2020,28.0,20.0,757.8,94.0,2.5,Haze,No Significant Clouds
278,28.03.2020,26.0,19.0,759.3,94.0,2.0816326530612246,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
279,27.03.2020,33.0,27.0,754.3,84.0,4.5,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
280,26.03.2020,34.0,21.0,755.9,84.0,3.7708333333333335,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
281,25.03.2020,32.0,20.0,755.9,94.0,3.163265306122449,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
282,24.03.2020,39.0,27.0,755.1,70.0,4.148936170212766,Haze,No Significant Clouds
283,23.03.2020,37.0,27.0,755.1,84.0,4.041666666666667,Haze,No Significant Clouds
284,22.03.2020,35.0,28.0,752.0,84.0,6.122448979591836,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
285,21.03.2020,39.0,27.0,751.3,89.0,4.645833333333333,Haze,No Significant Clouds
286,20.03.2020,34.0,22.0,755.1,94.0,2.2916666666666665,Haze,Few clouds (10-30%) 600 m
287,19.03.2020,36.0,28.0,752.0,89.0,2.8260869565217392,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
288,18.03.2020,37.0,28.0,750.5,79.0,2.8085106382978724,Haze,Few clouds (10-30%) 600 m
289,17.03.2020,31.0,26.0,752.0,89.0,2.8125,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
290,16.03.2020,36.0,25.0,751.3,94.0,1.851063829787234,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
291,15.03.2020,32.0,26.0,749.8,94.0,2.2916666666666665,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
292,14.03.2020,35.0,26.0,748.2,89.0,3.234042553191489,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 750 m"
293,13.03.2020,32.0,27.0,746.7,89.0,4.5,Haze,"Scattered clouds (40-50%) 540 m, overcast (100%) 2700 m"
294,12.03.2020,33.0,28.0,751.3,94.0,2.3125,Haze,"Scattered clouds (40-50%) 450 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
295,11.03.2020,31.0,27.0,750.5,89.0,2.8958333333333335,Haze,"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 3000 m"
296,10.03.2020,32.0,26.0,746.7,94.0,4.73469387755102,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
297,09.03.2020,30.0,26.0,742.9,94.0,5.775510204081633,Light rain,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
298,08.03.2020,34.0,28.0,750.5,94.0,1.9583333333333333,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
299,07.03.2020,36.0,28.0,753.6,89.0,3.0625,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
300,06.03.2020,32.0,26.0,751.3,94.0,4.291666666666667,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
301,05.03.2020,31.0,27.0,748.2,94.0,3.6041666666666665,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
302,04.03.2020,35.0,30.0,754.3,89.0,3.765957446808511,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
303,03.03.2020,30.0,26.0,754.3,89.0,1.7346938775510203,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
304,02.03.2020,34.0,25.0,757.4,89.0,0.75,Haze,Few clouds (10-30%) 600 m
305,01.03.2020,28.0,25.0,757.4,94.0,1.8125,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
306,29.02.2020,32.0,28.0,754.3,94.0,1.8541666666666667,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
307,28.02.2020,32.0,20.0,757.9,88.0,2.36734693877551,Haze,No Significant Clouds
308,27.02.2020,27.0,23.0,758.7,89.0,1.25,Haze,No Significant Clouds
309,26.02.2020,28.0,19.0,756.6,83.0,2.1875,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
310,25.02.2020,29.0,18.0,760.8,73.0,1.8541666666666667,Haze,No Significant Clouds
311,24.02.2020,27.0,15.0,757.8,94.0,1.0816326530612246,Mist,No Significant Clouds
312,23.02.2020,26.0,14.0,758.6,94.0,0.9791666666666666,Haze,No Significant Clouds
313,22.02.2020,29.0,17.0,761.6,94.0,0.6122448979591837,Haze,Scattered clouds (40-50%) 600 m
314,21.02.2020,30.0,18.0,760.1,94.0,0.5957446808510638,Haze,No Significant Clouds
315,20.02.2020,21.0,9.0,760.1,88.0,2.0408163265306123,Mist,No Significant Clouds
316,19.02.2020,25.0,13.0,759.3,82.0,1.3541666666666667,Haze,No Significant Clouds
317,18.02.2020,23.0,10.0,760.8,94.0,1.5,Haze,No Significant Clouds
318,17.02.2020,29.0,21.0,756.6,69.0,1.5918367346938775,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
319,16.02.2020,30.0,17.0,760.1,83.0,1.9583333333333333,Haze,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m"
320,15.02.2020,19.0,16.0,762.4,83.0,1.9787234042553192,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
321,14.02.2020,36.0,17.0,757.4,68.0,2.2083333333333335,Haze,No Significant Clouds
322,13.02.2020,30.0,18.0,757.4,83.0,2.0,Haze,No Significant Clouds
323,12.02.2020,30.0,21.0,757.9,94.0,1.9375,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
324,11.02.2020,34.0,28.0,753.6,89.0,4.125,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
325,10.02.2020,33.0,21.0,758.7,55.0,3.1363636363636362,Haze,Few clouds (10-30%) 600 m
326,09.02.2020,32.0,25.0,755.9,84.0,4.0212765957446805,Haze,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m"
327,08.02.2020,36.0,28.0,755.1,79.0,3.2083333333333335,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
328,07.02.2020,36.0,28.0,755.1,84.0,4.958333333333333,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
329,06.02.2020,36.0,26.0,752.8,89.0,6.229166666666667,Haze,Few clouds (10-30%) 600 m
330,05.02.2020,40.0,28.0,750.5,94.0,4.775510204081633,Haze,No Significant Clouds
331,04.02.2020,35.0,21.0,755.9,94.0,3.2708333333333335,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
332,03.02.2020,36.0,28.0,751.3,75.0,2.7872340425531914,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
333,02.02.2020,36.0,27.0,749.8,63.0,2.574468085106383,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
334,01.02.2020,36.0,26.0,752.8,89.0,2.375,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
335,31.01.2020,36.0,26.0,750.5,94.0,1.0208333333333333,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
336,30.01.2020,33.0,28.0,749.8,94.0,3.0208333333333335,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
337,29.01.2020,31.0,27.0,747.5,94.0,4.083333333333333,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
338,28.01.2020,35.0,28.0,749.0,89.0,5.1875,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
339,27.01.2020,35.0,29.0,752.0,94.0,2.9183673469387754,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m"
340,26.01.2020,35.0,27.0,752.8,94.0,3.2708333333333335,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
341,25.01.2020,32.0,26.0,749.0,94.0,4.1875,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
342,24.01.2020,30.0,26.0,746.0,94.0,4.02,Light rain,"Scattered clouds (40-50%) 450 m, overcast (100%) 2700 m"
343,23.01.2020,35.0,28.0,749.8,94.0,1.7083333333333333,Haze,Scattered clouds (40-50%) 600 m
344,22.01.2020,36.0,28.0,754.3,89.0,3.4791666666666665,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
345,21.01.2020,33.0,26.0,753.6,89.0,3.7916666666666665,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
346,20.01.2020,30.0,26.0,749.8,94.0,2.8,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
347,19.01.2020,35.0,29.0,753.6,94.0,2.697674418604651,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
348,18.01.2020,29.0,24.0,753.6,89.0,4.1063829787234045,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
349,17.01.2020,36.0,25.0,756.6,89.0,1.5416666666666667,Haze,Few clouds (10-30%) 600 m
350,16.01.2020,32.0,24.0,757.4,94.0,2.234042553191489,Haze,"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 3000 m"
351,15.01.2020,35.0,27.0,755.9,94.0,0.5319148936170213,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
352,14.01.2020,31.0,21.0,757.9,83.0,1.9787234042553192,Haze,Few clouds (10-30%) 600 m
353,13.01.2020,30.0,20.0,759.3,88.0,2.1041666666666665,Haze,No Significant Clouds
354,12.01.2020,25.0,22.0,757.3,94.0,3.2708333333333335,Light rain,"Scattered clouds (40-50%) 450 m, overcast (100%) 2700 m"
355,11.01.2020,30.0,18.0,760.1,78.0,1.4375,Haze,No Significant Clouds
356,10.01.2020,25.0,20.0,758.6,83.0,2.4375,Haze,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m"
357,09.01.2020,25.0,13.0,760.1,88.0,1.4375,Haze,No Significant Clouds
358,08.01.2020,29.0,20.0,761.6,83.0,1.1041666666666667,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
359,07.01.2020,24.0,16.0,760.8,94.0,1.1020408163265305,Mist,No Significant Clouds
360,06.01.2020,22.0,10.0,761.6,82.0,1.6458333333333333,Mist,No Significant Clouds
361,05.01.2020,24.0,13.0,760.1,82.0,1.4375,Haze,No Significant Clouds
362,04.01.2020,21.0,15.0,760.1,94.0,1.0416666666666667,Mist,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m"
363,03.01.2020,31.0,18.0,757.3,78.0,1.375,Haze,No Significant Clouds
364,02.01.2020,26.0,18.0,760.1,73.0,2.9791666666666665,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
365,01.01.2020,25.0,14.0,762.4,88.0,2.4782608695652173,Haze,No Significant Clouds
366,31.12.2019,34.0,19.0,757.8,65.0,1.25,Haze,No Significant Clouds
367,30.12.2019,32.0,19.0,757.8,73.0,1.4791666666666667,Haze,No Significant Clouds
368,29.12.2019,29.0,20.0,758.6,45.0,1.7391304347826086,Haze,No Significant Clouds
369,28.12.2019,35.0,28.0,754.3,84.0,3.8333333333333335,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
370,27.12.2019,34.0,22.0,759.4,83.0,3.3125,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
371,26.12.2019,34.0,19.0,753.6,89.0,3.7083333333333335,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
372,25.12.2019,36.0,26.0,755.1,58.0,2.75,Haze,No Significant Clouds
373,24.12.2019,36.0,25.0,753.6,83.0,3.6041666666666665,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
374,23.12.2019,38.0,29.0,753.6,79.0,5.5625,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
375,22.12.2019,39.0,28.0,750.5,94.0,5.166666666666667,Haze,No Significant Clouds
376,21.12.2019,38.0,26.0,755.1,89.0,2.5,Haze,Few clouds (10-30%) 600 m
377,20.12.2019,35.0,26.0,750.5,84.0,2.1666666666666665,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
378,19.12.2019,35.0,27.0,746.7,94.0,1.7755102040816326,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
379,18.12.2019,37.0,28.0,750.5,89.0,3.2916666666666665,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
380,17.12.2019,36.0,28.0,750.5,94.0,1.934782608695652,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
381,16.12.2019,34.0,28.0,750.5,79.0,4.125,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
382,15.12.2019,32.0,27.0,747.5,89.0,2.857142857142857,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
383,14.12.2019,35.0,29.0,747.5,89.0,5.520833333333333,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
384,13.12.2019,35.0,28.0,750.5,94.0,4.061224489795919,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
385,12.12.2019,34.0,27.0,752.0,94.0,4.520833333333333,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
386,11.12.2019,33.0,27.0,751.3,89.0,2.9375,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
387,10.12.2019,33.0,26.0,749.0,94.0,2.8085106382978724,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
388,09.12.2019,34.0,28.0,749.8,94.0,2.7872340425531914,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
389,08.12.2019,34.0,28.0,752.8,89.0,4.340425531914893,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
390,07.12.2019,34.0,27.0,753.6,89.0,3.7708333333333335,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 750 m"
391,06.12.2019,33.0,26.0,749.0,94.0,3.1333333333333333,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
392,05.12.2019,35.0,28.0,753.6,89.0,2.0,Haze,"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 3000 m"
393,04.12.2019,25.0,24.0,749.0,100.0,7.416666666666667,Rain,"Scattered clouds (40-50%) 360 m, scattered clouds (40-50%) 450 m, few clouds (10-30%) 750 m, cumulonimbus clouds , overcast (100%) 2400 m"
394,03.12.2019,35.0,25.0,756.6,94.0,2.5,Haze,Few clouds (10-30%) 600 m
395,02.12.2019,27.0,23.0,757.4,94.0,2.1,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
396,01.12.2019,35.0,28.0,755.1,94.0,0.8125,Haze,Few clouds (10-30%) 600 m
397,30.11.2019,31.0,20.0,757.9,88.0,1.5,Haze,Few clouds (10-30%) 600 m
398,29.11.2019,30.0,17.0,758.6,83.0,1.125,Haze,No Significant Clouds
399,28.11.2019,23.0,22.0,755.1,94.0,6.3125,Rain,"Broken clouds (60-90%) 450 m, few clouds (10-30%) 750 m, cumulonimbus clouds , overcast (100%) 2400 m"
400,27.11.2019,31.0,18.0,759.3,88.0,1.0625,Haze,No Significant Clouds
401,26.11.2019,21.0,18.0,757.8,94.0,3.204081632653061,Light rain,"Scattered clouds (40-50%) 450 m, overcast (100%) 2700 m"
402,25.11.2019,26.0,14.0,759.3,88.0,1.1875,Mist,No Significant Clouds
403,24.11.2019,27.0,18.0,760.8,88.0,1.530612244897959,Haze,No Significant Clouds
404,23.11.2019,24.0,15.0,760.1,94.0,0.8541666666666666,Mist,No Significant Clouds
405,22.11.2019,23.0,9.0,761.6,82.0,1.9183673469387754,Mist,No Significant Clouds
406,21.11.2019,24.0,12.0,760.1,88.0,1.4042553191489362,Haze,No Significant Clouds
407,20.11.2019,21.0,13.0,760.1,94.0,2.9375,Haze,No Significant Clouds
408,19.11.2019,29.0,21.0,758.6,83.0,1.9166666666666667,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
409,18.11.2019,25.0,15.0,762.4,94.0,3.4791666666666665,Haze,No Significant Clouds
410,17.11.2019,24.0,12.0,762.4,77.0,1.816326530612245,Haze,No Significant Clouds
411,16.11.2019,33.0,21.0,757.9,69.0,2.061224489795918,Haze,No Significant Clouds
412,15.11.2019,31.0,20.0,759.4,70.0,3.875,Haze,No Significant Clouds
413,14.11.2019,31.0,18.0,758.7,83.0,1.0833333333333333,Haze,No Significant Clouds
414,13.11.2019,37.0,28.0,754.3,84.0,3.3333333333333335,Haze,No Significant Clouds
415,12.11.2019,34.0,22.0,757.4,88.0,3.163265306122449,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
416,11.11.2019,32.0,22.0,755.1,70.0,3.9166666666666665,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
417,10.11.2019,37.0,26.0,756.6,94.0,4.0625,Haze,No Significant Clouds
418,09.11.2019,35.0,24.0,754.3,89.0,3.0208333333333335,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
419,08.11.2019,34.0,27.0,755.1,89.0,4.285714285714286,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , scattered clouds (40-50%) 3000 m"
420,07.11.2019,38.0,29.0,750.5,89.0,5.479166666666667,Haze,No Significant Clouds
421,06.11.2019,36.0,22.0,755.1,94.0,3.122448979591837,Haze,Scattered clouds (40-50%) 600 m
422,05.11.2019,34.0,27.0,750.5,94.0,2.9583333333333335,Haze,Few clouds (10-30%) 600 m
423,04.11.2019,34.0,27.0,745.2,94.0,2.382978723404255,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
424,03.11.2019,37.0,28.0,749.8,94.0,4.625,Haze,Few clouds (10-30%) 600 m
425,02.11.2019,34.0,29.0,750.5,84.0,2.204081632653061,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
426,01.11.2019,34.0,27.0,750.5,79.0,4.0625,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
427,31.10.2019,32.0,27.0,749.0,89.0,2.74468085106383,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
428,30.10.2019,34.0,26.0,749.0,89.0,4.755102040816326,Haze,"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 3000 m"
429,29.10.2019,35.0,30.0,749.8,94.0,5.48936170212766,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
430,28.10.2019,34.0,25.0,751.3,89.0,4.869565217391305,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
431,27.10.2019,35.0,27.0,750.5,94.0,3.1458333333333335,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
432,26.10.2019,35.0,27.0,749.8,89.0,1.5625,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
433,25.10.2019,34.0,28.0,749.8,94.0,2.0208333333333335,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
434,24.10.2019,34.0,28.0,753.6,84.0,4.387755102040816,Haze,Scattered clouds (40-50%) 600 m
